Season,Climate,City,Cooling startegy_building level,Sex,Clo,Met,Air temperature (C),Relative humidity (%),Air velocity (m/s),ThermalSensation
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.9,2.1,23.7,32.4,0.05,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.65,1.1,23.8,31.5,0.03,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.83,1.1,24,32.5,0.05,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.93,1.1,24.8,30.1,0.04,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.68,1.1,24.5,30.6,0.06,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.27,1.2,24.3,31.3,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.3,24.4,31.5,0.05,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.97,1.2,24.5,31.4,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.1,25.2,28.9,0.06,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.6,1.1,26.2,29.5,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.81,1.4,25.9,29.7,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.1,25.9,29.7,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.1,25.3,28.8,0.06,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.63,1.7,25,28.3,0.05,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.08,1.2,24.4,29.2,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.71,1,24.8,29.2,0.07,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.1,24.3,28.6,0.05,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.89,1,24.2,27.8,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.54,1.4,24.2,28.2,0.07,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.64,1.1,24.1,28.3,0.05,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.52,1.1,24.2,28.2,0.06,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1,24.3,28.7,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.73,1.1,24.2,28.7,0.05,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.88,1.1,24.3,27.9,0.04,2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.32,1.3,24.3,29.3,0.04,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.68,1.1,24.4,30.1,0.04,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.83,1.1,23.9,26.7,0.04,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.67,1.2,23.9,25.9,0.05,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.96,1,23.9,25.9,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.87,2,23.9,25.5,0.06,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.57,1.1,24,27.4,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.99,1,24.6,25.8,0.04,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.68,1.4,24.4,25.7,0.04,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.91,1.1,24.1,28.6,0.05,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.96,1.2,23.8,27.2,0.07,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.92,1.3,23.9,29.8,0.03,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.21,1.1,23.8,29.3,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.94,1.1,23.7,27.9,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.3,26.5,53,0.02,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.94,1,26.6,55.1,0.29,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.65,1.3,26.4,52.7,0.06,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.2,27.8,46.7,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.3,25.7,52.1,0.08,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.59,1.3,26.9,51.3,0.07,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.79,1.1,28.3,45.3,0.18,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.65,1.2,28.3,46.3,0.02,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.77,1.2,28.2,46.3,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.68,1.1,27.4,48.6,0.04,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.1,24.7,40,0.07,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.1,26.2,52.9,0.04,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.82,1,25.3,38.1,0.02,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.64,1.1,26.8,48,0.09,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.1,26.9,47.9,0.09,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.57,1.3,25.3,50.8,0.07,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.1,26.3,48.7,0.06,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.1,27.1,50.1,0.15,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.1,27.6,48.7,0.11,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.98,1.2,26.3,49.6,0.08,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.65,1.1,26,55.2,0.12,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.69,1.1,26.5,49.4,0.02,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.95,1.4,26,49.4,0.07,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.69,1.2,26.7,49.3,0.16,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.1,26.4,47,0.07,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.3,26.8,48.8,0.06,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.54,1.3,26.9,47.3,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.52,1.1,26.6,47.7,0.05,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.52,1.3,26.3,48.5,0.03,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.73,1.4,26.1,48,0.12,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.64,1.3,24.2,49.2,0.09,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.1,24.7,42.2,0.02,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.9,1.1,25.1,47.3,0.06,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.1,24.5,43.1,0.11,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.79,1.1,23.8,41.8,0.1,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.51,1.1,23.5,48.6,0.05,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.68,1.1,24.3,43.9,0.03,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.1,24.5,41.5,0.09,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.49,1.4,24.4,44.7,0.04,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.86,1.1,27.3,47.3,0.12,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1,1.1,27.5,47.8,0.03,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.98,1.2,27.3,47.3,0.12,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.54,1.1,24.5,50.7,0.22,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.6,1.2,25.4,43.5,0.08,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.93,1.3,22.9,52.4,0.33,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.49,1.6,23.5,47.4,0.21,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.58,1.4,23.9,48.7,0.07,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.3,1.3,23.2,51.7,0.07,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.58,1.1,25.3,47.6,0.04,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.71,1,25.2,45.9,0.05,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.71,1.3,25.3,47.6,0.04,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.61,1.3,24,45.7,0.02,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.96,1.1,25.2,45.9,0.05,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.06,1.2,25.5,46.3,0.03,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.53,1.3,25,43.6,0.02,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.71,1.1,23,53.8,0.16,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.54,1.2,24.5,47.2,0.11,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.61,1.7,26.5,46.6,0.01,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.69,1.2,23.6,49,0.11,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.69,1.1,24.2,48.5,0.12,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.61,1.4,26.8,45.5,0.02,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.65,1.2,26.7,44.8,0.01,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.57,1.2,25,47.8,0.03,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.44,1.3,24.8,48,0.08,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.59,1.3,24.8,46.9,0.08,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.2,22.7,52.5,0.2,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.84,1,24.4,47.8,0.11,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.3,23.3,48.3,0.05,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.6,1.1,25.7,46.5,0.04,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.43,1.2,24.3,44.3,0.06,-3
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.47,1.1,24.1,43.7,0.07,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.83,1.2,24.4,45.1,0.04,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.59,1.1,25.1,44,0.02,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.2,26.5,51.5,0.02,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.6,1.1,26.5,51.8,0.03,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.56,1.1,26.4,53.5,0.03,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.3,26,39.2,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.13,1,24.8,43.5,0.08,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.1,23.8,53.5,0.04,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1,1.1,25.9,52,0.02,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.76,1.1,25.9,54.3,0.02,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.8,1.2,24.4,56.4,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.64,1.1,25.7,53.1,0.01,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.04,1.1,26.9,53,0.05,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.44,1.1,26.7,53.8,0.09,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,1.1,1.3,26.5,52.8,0.03,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.2,26.8,51.1,0.02,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.3,26.7,52.1,0.03,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.47,1.2,25.9,52.2,0.01,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.1,25.8,52.5,0.02,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.56,1.1,24.6,41.9,0.1,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.63,1.1,26.7,52.1,0.14,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.04,1.1,26.5,50.7,0.14,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.82,1.1,26.1,53.4,0.06,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.1,25.9,54.4,0.01,2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.47,1.3,25.3,45.3,0.07,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.91,1.1,25.8,46.6,0.05,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.47,1.1,26.3,46.8,0.14,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.33,1.1,26,46.3,0.19,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.03,1.1,26,36.8,0.19,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.78,1.1,25.1,46.7,0.07,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.69,1.1,26.2,47.9,0.02,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.4,27,47.1,0.08,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.99,1.1,27,46.8,0.11,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.71,1.2,26.9,47.8,0.07,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.84,1.3,24.8,45,0.07,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.46,1.2,26.8,37.8,0.02,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.58,1,26.7,47.8,0.16,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.64,1.3,23.9,46,0.05,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.73,1.1,26.7,47,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.95,1.8,25.9,51.5,0.07,2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.3,26.4,52.7,0.13,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.1,26.4,55.2,0.05,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.38,1.1,26.5,54.5,0.1,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.85,1.1,26.5,54.4,0.01,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.75,1.1,26.7,55.4,0.02,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.71,1.2,24.8,51.1,0.13,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.1,24.8,52.1,0.11,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.1,24.3,44.9,0.06,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.59,1.1,24.3,52.8,0.03,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.56,1.3,24.8,52.4,0.1,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,1.26,1.4,24.5,46.7,0.1,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.44,1.1,24.4,47.3,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.42,1.1,24.7,46.4,0.08,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.17,1.1,26.4,53.4,0.01,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.69,1.1,26.4,53,0.01,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.42,1.5,26.4,52.8,0.01,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.62,1.1,26.4,53.2,0.02,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.52,1.2,26.4,52.9,0.06,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.98,1.2,26.8,53.4,0,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.59,1.3,24.8,46.5,0.02,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.6,1.4,26.7,43.9,0.1,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.1,25.2,40.4,0.02,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.88,1.4,24.9,51.5,0.01,2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.61,1.1,26.7,53.4,0.02,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.95,1.3,25.9,52.1,0.01,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.43,1,24.2,42.7,0.13,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.91,1.3,24.2,45,0.05,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.17,1.2,24.2,45.3,0.11,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.71,1.2,24.5,45.4,0.12,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.63,1.4,25.2,45.3,0.03,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.81,1.2,25.2,50.9,0.03,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.2,26.2,51.8,0.04,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.64,1.2,26.6,47,0.01,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.71,1.1,23.8,52.2,0.09,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.65,1.3,23.2,50.8,0.05,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.2,24.1,51.5,0.08,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.62,1.2,24.6,44.6,0.01,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.64,1.2,24.1,45.2,0.13,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.3,26.3,52.5,0.01,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1,1.2,25.2,50.6,0.01,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.77,1.2,25.7,50.4,0.04,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.63,1.4,23.2,52.2,0.11,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.58,1.2,23.1,51.5,0.14,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.15,1.3,24.1,51.4,0.06,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.58,1.3,24,51.2,0.07,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.55,1.2,24.1,51.4,0.06,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.96,1.4,23.8,51.4,0.06,1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.65,1.1,24.3,51.1,0.07,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.65,1.1,24.3,46,0.08,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.75,1.2,24,52.5,0.07,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.58,1.3,23.3,52.7,0.08,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.49,1.3,23.2,50.3,0.11,-2
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.66,1.1,25.1,40.8,0.02,-3
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,1.13,1.2,23.9,52.3,0.07,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.56,1.3,24.7,52.1,0.04,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.47,1.3,24.8,45.9,0.06,0
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Male,0.71,1.3,26.1,48.9,0.05,-1
Winter,Hot semi-arid,Ahmedabad,Mixed Mode,Female,0.8,1.3,26.9,45.2,0.07,-1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Female,0.4,1.3,27.8,59.9,0.23,1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.59,1.4,28.1,57.3,0.2,1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Female,0.44,1.4,28.4,56.6,0.76,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.53,1.3,28.9,54.2,0.24,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.49,1.1,29.2,53,0.68,1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.4,1.3,29.2,53.6,0.16,1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Female,0.44,1.1,29.2,53.6,0.21,1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.46,1.3,29.1,52.4,0.05,1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Female,0.51,1.6,29.2,52.1,0.21,1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Female,0.44,1.3,28.7,51.7,0.19,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.55,1.3,28.6,52,0.12,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.74,1.4,29.2,53.7,0.2,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.67,1.4,29.2,54,0.17,-1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.7,1.1,26.5,64.1,0.25,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.7,1.1,27.8,60.5,0.21,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Female,0.53,1.3,28.3,59.7,0.17,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.7,1.2,28.3,57.6,0.28,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Female,0.53,1.2,28.1,56.7,0.09,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.7,1.7,27.9,57.5,0.27,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.64,1.1,27.9,57.7,0.61,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.59,1.1,27,62.1,0.19,-1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.59,1.3,27.9,59.8,0.08,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.59,1.3,28.6,58,0.11,1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.53,1.3,28.3,55,0.13,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Female,0.44,1.1,28.1,54.9,0.34,2
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Female,0.46,1.3,28.4,56.2,0.16,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Female,0.42,1.3,29.1,53.8,0.25,1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.52,1.3,26.8,63.9,0.02,1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Female,0.44,1.4,27.4,60.8,0.05,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Female,0.42,1.1,27.4,58.2,0.41,-1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.55,1.7,27.7,56.9,0.25,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.55,1.7,27.9,57.2,0.04,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.55,1.1,28.8,60.7,0.02,1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.55,1.4,27.1,64.8,0.06,0
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.55,1.6,29,57.6,0.02,-1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.55,1.4,28.8,57.7,0.07,-1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Female,0.4,1.6,28.6,54.8,0.2,-1
Summer,Tropical wet savanna,Bangalore,Naturally Ventilated,Male,0.49,1.4,28.5,56,0.04,-1
Summer,Tropical wet savanna,Bangalore,Air Conditioned,Male,0.7,1.1,24.9,45.5,0.07,0
Summer,Tropical wet savanna,Bangalore,Air Conditioned,Female,0.61,1.4,23.4,47.8,0.07,-1
Summer,Tropical wet savanna,Bangalore,Air Conditioned,Female,0.57,1.4,23.2,48,0.09,-1
Summer,Tropical wet savanna,Bangalore,Air Conditioned,Female,0.57,1.4,23.2,49.2,0.08,-1
Summer,Tropical wet savanna,Bangalore,Air Conditioned,Female,0.63,1.1,23.7,46.7,0.12,0
Summer,Tropical wet savanna,Bangalore,Air Conditioned,Male,0.7,1.1,23.3,46.6,0.19,0
Summer,Tropical wet savanna,Bangalore,Air Conditioned,Male,0.64,1.4,23,47.6,0.14,0
Summer,Tropical wet savanna,Bangalore,Air Conditioned,Female,0.57,1.1,23.5,46.8,0.07,0
Summer,Tropical wet savanna,Bangalore,Air Conditioned,Female,0.63,1.4,23.7,46.2,0.12,0
Summer,Tropical wet savanna,Bangalore,Air Conditioned,Male,0.7,1.1,23.6,46.4,0.37,-1
Summer,Tropical wet savanna,Bangalore,Air Conditioned,Male,0.7,1.6,23.6,46.7,0.07,0
Summer,Tropical wet savanna,Bangalore,Air Conditioned,Female,0.57,1.4,23.2,46.9,0.09,-1
Summer,Tropical wet savanna,Bangalore,Air Conditioned,Male,0.7,1.1,22.9,47.7,0.16,-1
